GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "39580","Raleigh-Cary, NC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.972,73.097,75.585,79.292,84.044,89.743,93.913,95.744,91.340,96.956,97.616,100.000,106.088,112.241,120.418,127.768,133.898,141.721,145.991,141.564
 "39580","Raleigh-Cary, NC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",33826431,35449169,37225058,39950944,43469046,47748878,51198531,53053735,51970186,55332646,56381243,58953446,63734559,68523838,74884783,80386877,85290565,91849000,96614386,95324468
 "39660","Rapid City, SD (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4325948,4935825,4943574,4813448,4994940,4809525,4964528,4999952,4907927,5089349,5175999,5369771,5271430,5410643,5518197,5531320,5559827,5703416,5805057,5783907
 "39660","Rapid City, SD (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.561,91.919,92.063,89.640,93.020,89.567,92.453,93.113,91.399,94.778,96.391,100.000,98.169,100.761,102.764,103.008,103.539,106.213,108.106,107.712
 "39660","Rapid City, SD (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3388465,3942776,4040103,4043987,4314670,4291049,4564444,4667449,4672001,4896131,5056339,5369771,5389839,5645314,5883445,5997512,6126202,6436641,6719328,6859319
 "39740","Reading, PA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14977624,15205987,15485605,15763116,16119576,16853884,16682691,16785031,16130372,16483687,16997785,17098629,17273002,17585578,18308769,18542071,18630058,18762685,18821349,17992564
 "39740","Reading, PA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.595,88.931,90.566,92.189,94.274,98.569,97.567,98.166,94.337,96.404,99.410,100.000,101.020,102.848,107.077,108.442,108.956,109.732,110.075,105.228
 "39740","Reading, PA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11663431,12042382,12426165,13093541,13799167,14994630,15312477,15732170,15424834,15924631,16687224,17098629,17530141,18166779,19197465,19607264,20051508,20649724,21127438,20417217
 "39820","Redding, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6169069,6828720,6990059,6835467,6673441,6944835,6711445,6482525,6401035,6603832,6742107,6459544,6433711,6529553,6622382,6931422,7437919,7219547,7608827,7341817
 "39820","Redding, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.503,105.715,108.213,105.820,103.311,107.513,103.900,100.356,99.094,102.234,104.374,100.000,99.600,101.084,102.521,107.305,115.146,111.766,117.792,113.658
 "39820","Redding, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4750019,5345717,5617948,5674992,5737480,6212543,6175739,6066175,6192137,6420344,6638297,6459544,6600404,6885251,7125620,7536944,8223081,8163949,8808341,8698893
 "39900","Reno, NV (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",19833716,20092878,20648057,22245571,23222084,23271471,23108005,22046051,20723413,21592425,21250489,21767606,21491038,21694113,23426516,24268514,25886076,25335588,26269875,26397964
 "39900","Reno, NV (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.116,92.306,94.857,102.196,106.682,106.909,106.158,101.279,95.203,99.195,97.624,100.000,98.729,99.662,107.621,111.489,118.920,116.391,120.683,121.272
 "39900","Reno, NV (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",15381171,15896046,16646638,18429325,19914432,20694502,21247438,20645773,19879738,20833571,20762278,21767606,21988899,22704996,25177489,26662442,28999946,29112257,30986178,31772424
 "40060","Richmond, VA (Metropolitan Statistical Area) *", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",61162580,59998797,61038806,61566398,64433167,64672980,65586340,65429039,63907753,65537988,67154694,68389437,69938408,70523645,73063631,74104089,75217339,76705439,78223918,76260972
 "40060","Richmond, VA (Metropolitan Statistical Area) *", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.433,87.731,89.252,90.023,94.215,94.566,95.901,95.671,93.447,95.831,98.195,100.000,102.265,103.121,106.835,108.356,109.984,112.160,114.380,111.510
 "40060","Richmond, VA (Metropolitan Statistical Area) *", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",47072283,47220214,49040082,50897994,54948566,57087677,59751885,60763049,60859605,63041285,65501331,68389437,71497571,73755952,78390618,81059329,83483600,86980083,90771910,90519855
 "40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",101690806,106817428,114050844,122088301,129833324,135297614,137392790,134031890,126965963,129375751,131676489,131712740,135932078,139960661,145727982,148896917,153474921,158619332,164450177,160484913
 "40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.207,81.099,86.591,92.693,98.573,102.722,104.312,101.761,96.396,98.226,99.972,100.000,103.203,106.262,110.641,113.047,116.522,120.428,124.855,121.845
 "40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",78495249,84186251,91614281,101089208,110953622,119755363,125510354,124793884,121446491,124513767,128751224,131712740,138946926,146117234,155896291,161692002,169365681,179056726,190584391,190300489
 "40220","Roanoke, VA (Metropolitan Statistical Area) *", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",13492278,13377902,13488518,13429152,13945169,14341952,14666542,14670891,14124384,14345693,14287139,14215299,14473110,14669972,14950274,14693691,14528931,14751484,14566977,14133175
 "40220","Roanoke, VA (Metropolitan Statistical Area) *", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.914,94.109,94.887,94.470,98.100,100.891,103.174,103.205,99.360,100.917,100.505,100.000,101.814,103.198,105.170,103.365,102.206,103.772,102.474,99.422
 "40220","Roanoke, VA (Metropolitan Statistical Area) *", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10602283,10724831,10984479,11237606,12006664,12722015,13363033,13611384,13526479,13809725,13922272,14215299,14794057,15287851,15974272,15960623,15957605,16516194,16697662,16596290
 "40340","Rochester, MN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7929356,8493105,9121743,9586062,9768971,9971642,9983127,10304440,10221102,10683803,10816140,11061731,11300037,11453623,11755182,11895104,12358532,12849958,12975888,12613827
 "40340","Rochester, MN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.683,76.779,82.462,86.660,88.313,90.145,90.249,93.154,92.401,96.583,97.780,100.000,102.154,103.543,106.269,107.534,111.723,116.166,117.304,114.031
 "40340","Rochester, MN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6894558,7452161,8016765,8505581,8764883,9040961,9286288,9654085,9782875,10311908,10597677,11061731,11481541,11758758,12212983,12507618,13148544,13858331,14288212,14190352
 "40380","Rochester, NY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",52378614,52628821,53338482,53521992,52963662,53338417,53825915,54732299,54786685,56347052,54870606,54977646,54435188,53925133,54924318,54930275,55084138,55595439,57008692,54845751
 "40380","Rochester, NY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.273,95.728,97.018,97.352,96.337,97.018,97.905,99.554,99.653,102.491,99.805,100.000,99.013,98.086,99.903,99.914,100.194,101.124,103.694,99.760
 "40380","Rochester, NY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",41537690,42382091,43627735,44646609,45264741,46838584,48562386,50407455,52260782,53994582,53460628,54977646,55626995,56144308,58580311,59538720,60493733,62272023,65333130,64369068
 "40420","Rockford, IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",13116714,13369413,13623390,13945563,14192146,14655702,14877919,14676383,13485879,13562448,14012729,14077488,13830820,13912003,14122149,14047340,14256839,14698344,14538604,13263472
 "40420","Rockford, IL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.175,94.970,96.774,99.063,100.814,104.107,105.686,104.254,95.797,96.341,99.540,100.000,98.248,98.824,100.317,99.786,101.274,104.410,103.276,94.218
 "40420","Rockford, IL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10637714,11018968,11355804,11809639,12339997,13013217,13544808,13528772,12958218,13023807,13607794,14077488,14159170,14551057,15243209,15421491,15794109,16568631,16792938,15686898
 "40580","Rocky Mount, NC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6006259,5879408,5946918,5967287,6093696,6297022,6278498,6299031,7580118,6855653,6284756,5491195,5557040,6919116,7704621,7673403,6451008,6019689,5819978,5586317
 "40580","Rocky Mount, NC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",109.380,107.070,108.299,108.670,110.972,114.675,114.338,114.711,138.041,124.848,114.452,100.000,101.199,126.004,140.309,139.740,117.479,109.624,105.987,101.732
 "40580","Rocky Mount, NC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4757058,4741056,4859457,4967636,5185277,5480024,5594936,5774308,7218829,6499396,6075052,5491195,5686818,7234796,8304970,8423715,7190166,6822232,6762339,6631218
 "40660","Rome, GA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4115087,3666141,3695228,3833567,3733610,3766869,3806906,3776372,3643256,3684241,3670638,3578806,3473568,3625721,3734257,3879744,3760011,3720155,3676108,3488556
 "40660","Rome, GA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",114.985,102.440,103.253,107.119,104.326,105.255,106.374,105.520,101.801,102.946,102.566,100.000,97.059,101.311,104.344,108.409,105.063,103.950,102.719,97.478
 "40660","Rome, GA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3289003,2970669,3032127,3213384,3213251,3335581,3456053,3490718,3489139,3563055,3586707,3578806,3555192,3794561,4001081,4221265,4153152,4188452,4226201,4094372
 "40900","Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",87619700,90481491,94760636,98309724,102920663,105844211,106846510,106069929,102442692,100861605,102506854,103253837,106018775,108470656,112727657,114781738,118101471,122783872,126814489,122938569
 "40900","Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.859,87.630,91.774,95.212,99.677,102.509,103.479,102.727,99.214,97.683,99.277,100.000,102.678,105.052,109.175,111.165,114.380,118.915,122.818,119.064
 "40900","Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",69771476,73470753,78366351,83596301,89992021,95250397,98877439,99659713,98152859,97511284,100383426,103253837,108588773,113460574,120657999,124494881,130119967,138347080,146369656,145411908
 "40980","Saginaw, MI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7690368,7875608,8167337,8094300,8264652,8069087,7792882,7277652,6877300,7226897,7368066,7357994,7384217,7219274,7228249,7391885,7363949,7590679,7732704,7294697
 "40980","Saginaw, MI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",104.517,107.035,111.000,110.007,112.322,109.664,105.910,98.908,93.467,98.218,100.137,100.000,100.356,98.115,98.237,100.461,100.081,103.162,105.093,99.140
 "40980","Saginaw, MI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6621662,6826609,7136685,7208468,7439337,7355192,7277537,6836380,6653537,7002162,7179890,7357994,7537958,7527635,7786414,8086196,8135027,8499098,8831299,8498872
 "41060","St. Cloud, MN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7312149,7519743,7594300,7949588,8095719,8267768,8254270,8350833,8138090,8157925,8478402,8483265,8773488,9135097,9202569,9525622,9772664,9848987,9832089,9545196
 "41060","St. Cloud, MN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.195,88.642,89.521,93.709,95.432,97.460,97.301,98.439,95.931,96.165,99.943,100.000,103.421,107.684,108.479,112.287,115.199,116.099,115.900,112.518
 "41060","St. Cloud, MN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5669360,5907949,6087045,6569228,6886696,7254299,7513919,7726213,7689281,7785146,8259649,8483265,8973675,9484555,9703841,10147436,10586748,10865013,11129860,11042489
 "41100","St. George, UT (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2573589,2697204,2893655,3161282,3533239,3903684,4041177,3893052,3521735,3503881,3543646,3807516,4128230,4269396,4527148,4941502,5441977,5810996,6041044,6111685
 "41100","St. George, UT (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",67.592,70.839,75.999,83.027,92.796,102.526,106.137,102.247,92.494,92.025,93.070,100.000,108.423,112.131,118.900,129.783,142.927,152.619,158.661,160.516
 "41100","St. George, UT (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1986921,2132802,2333790,2620738,3030806,3469718,3713783,3638577,3371977,3376773,3461790,3807516,4214219,4451353,4851180,5403722,6047206,6600413,7049244,7295477
 "41140","St. Joseph, MO-KS (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4387440,4508405,4551682,4836873,4855774,4923576,4987051,5130528,5052431,5047762,5096310,5468269,5601404,5385974,5219179,5244715,5474396,5357136,5491143,5356171
 "41140","St. Joseph, MO-KS (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.235,82.447,83.238,88.453,88.799,90.039,91.200,93.824,92.395,92.310,93.198,100.000,102.435,98.495,95.445,95.912,100.112,97.968,100.418,97.950
 "41140","St. Joseph, MO-KS (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3347159,3504057,3597735,3914991,4032052,4206486,4400930,4651458,4749070,4783776,4928411,5468269,5731488,5625335,5608597,5727837,6046495,6028957,6329000,6308754
 "41180","St. Louis, MO-IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",132417325,134410889,138190325,140814020,143508797,143390156,144123843,147408650,143701437,145824911,145853852,147315271,148338054,150686768,151539302,151408900,150882639,153493665,155429090,149857520
 "41180","St. Louis, MO-IL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.887,91.240,93.806,95.587,97.416,97.336,97.834,100.063,97.547,98.988,99.008,100.000,100.694,102.289,102.867,102.779,102.422,104.194,105.508,101.726
 "41180","St. Louis, MO-IL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",102596127,105867635,111060939,116501160,122524352,126569159,131097400,136423615,135802173,139383244,142235693,147315271,150924346,156102297,159904740,160781042,163129437,170039450,175382470,171493444
 "41420","Salem, OR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11435881,11665990,12033885,12216029,12835123,13663095,13499572,13668923,13103658,13197639,12906194,12997079,12972798,13346124,14050087,14738978,15404456,16177776,16585209,16275890
 "41420","Salem, OR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.988,89.759,92.589,93.991,98.754,105.124,103.866,105.169,100.820,101.543,99.301,100.000,99.813,102.686,108.102,113.402,118.522,124.472,127.607,125.227
 "41420","Salem, OR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8736447,9104208,9593717,10074997,10811350,11814963,12171776,12586885,12350307,12613506,12585551,12997079,13315236,13982011,15048152,15996741,17000728,18225345,19129999,19246017
 "41500","Salinas, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",21016429,22188403,22130781,19859471,20305925,21769566,20775170,20448397,21833524,21336279,20088899,20853659,22080506,22452847,24189253,24813563,25122789,25923751,26819709,25387255
 "41500","Salinas, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.781,106.401,106.124,95.233,97.373,104.392,99.624,98.057,104.699,102.314,96.333,100.000,105.883,107.669,115.995,118.989,120.472,124.313,128.609,121.740
 "41500","Salinas, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",15711955,16567742,17241193,16298415,16801554,18423243,18816090,18927624,19710627,20029229,19781610,20853659,22672878,23196299,24498679,24812475,25842936,27129686,28505134,27120792
 "41540","Salisbury, MD-DE (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14513012,14100974,14579670,15379385,16224370,16707088,16858777,17063242,16844453,16319500,16462392,16537317,17328232,18269778,19695718,19482148,19237271,19558169,20171053,19175730
 "41540","Salisbury, MD-DE (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.759,85.268,88.162,92.998,98.108,101.027,101.944,103.180,101.857,98.683,99.547,100.000,104.783,110.476,119.099,117.807,116.326,118.267,121.973,115.954
 "41540","Salisbury, MD-DE (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11157725,11074228,11769258,12806949,13819196,14663886,15337230,15862510,15886275,15587543,16036868,16537317,17730727,19048381,20897213,20989408,21129710,21976529,23214822,22603911
 "41620","Salt Lake City, UT (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",50133443,51230893,51480049,54961951,58366140,62756113,65442730,65151931,63006654,64518692,67537484,69166171,70185012,71983383,74487337,77978519,80370110,84979888,88521746,88190592
 "41620","Salt Lake City, UT (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.483,74.069,74.430,79.464,84.385,90.732,94.617,94.196,91.095,93.281,97.645,100.000,101.473,104.073,107.693,112.741,116.199,122.863,127.984,127.505
 "41620","Salt Lake City, UT (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",39620630,41212687,42324907,46379734,50856863,56788070,60948438,61246731,59171393,61705896,66013469,69166171,71481067,74940826,79284319,84554361,88991937,96991761,103149655,103913007
 "41660","San Angelo, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4349722,4303424,4242424,4243737,4273895,4372438,4504005,4746769,5070441,5362161,5571016,6039633,6831669,7453863,7675892,7203085,7278268,7573148,8198985,7906772
 "41660","San Angelo, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.020,71.253,70.243,70.265,70.764,72.396,74.574,78.594,83.953,88.783,92.241,100.000,113.114,123.416,127.092,119.264,120.508,125.391,135.753,130.915
 "41660","San Angelo, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3343351,3306558,3456312,3597230,3823464,4014406,4290934,4854202,4733467,5241118,5636690,6039633,7044858,7693201,6603209,6054834,6451221,7062444,7448080,6867459
 "41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",67690954,69585750,72145434,74706186,77715081,82294602,84368054,85071903,83215501,86358863,90112788,92574642,96610508,101555514,107312809,108986346,109685157,114872638,118329358,116342085
 "41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.120,75.167,77.932,80.698,83.949,88.895,91.135,91.895,89.890,93.286,97.341,100.000,104.360,109.701,115.920,117.728,118.483,124.087,127.820,125.674
 "41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",53308603,55848159,59285098,63054259,67615364,73851467,77954639,79964183,79578093,83541182,88435634,92574642,98692429,105786509,112173755,115263203,117865934,126383780,132237441,132116439
 "41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",142064204,148243518,155870562,164695156,173137412,177089324,179912955,178717613,171102638,173540455,176546834,178241243,184862880,189967417,195600126,197159662,203932550,209426148,214035153,207747927
 "41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.703,83.170,87.449,92.400,97.137,99.354,100.938,100.267,95.995,97.363,99.049,100.000,103.715,106.579,109.739,110.614,114.414,117.496,120.082,116.554
 "41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",115056794,122438054,131143091,141858951,152878644,160656914,167416333,168273109,164417694,167899892,173264401,178241243,188473150,197247964,207514333,211862374,222238592,232579152,242950042,240411072
 "41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",308080917,301358679,305361569,309302937,322146145,331140866,332995058,349237136,335822266,335782258,337524821,363995871,377149625,399519935,422319182,447059989,483696748,512773450,535917350,525830668
 "41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.639,82.792,83.891,84.974,88.503,90.974,91.483,95.945,92.260,92.249,92.728,100.000,103.614,109.759,116.023,122.820,132.885,140.873,147.232,144.461
 "41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",240223331,238126362,246289538,256414070,278166393,296377341,307604980,324695029,309329272,316779481,329715792,363995871,382609214,412207012,443406281,472395545,519358950,562046311,595294620,588335543
 "41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",115771340,110593270,117126730,121706408,129351071,139185049,152612764,161545942,158675723,172968476,186415533,193663421,211714427,227291153,248011430,263975948,285009986,308785965,327925840,342172100
 "41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",59.780,57.106,60.480,62.844,66.792,71.870,78.803,83.416,81.934,89.314,96.257,100.000,109.321,117.364,128.063,136.307,147.168,159.445,169.328,176.684
 "41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",121255245,114989867,119607599,123430422,131381416,140919308,153614530,160249590,158354263,171015382,184690373,193663421,213692291,230593422,253721527,270024313,292498907,317764160,341535161,360511397
 "42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10995612,12163440,12419563,12489631,12899462,13148423,13050741,12574056,12426976,13053432,13263375,13543650,14001696,14213934,14945906,15194948,15449070,15808438,15901604,15536252
 "42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.186,89.809,91.700,92.218,95.244,97.082,96.361,92.841,91.755,96.380,97.931,100.000,103.382,104.949,110.354,112.192,114.069,116.722,117.410,114.712
 "42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8345571,9296582,9780658,10167282,10926797,11625215,11960676,11702976,11958736,12626319,13082850,13543650,14350165,14966366,15958334,16246339,16831602,17605794,18143296,18010542
 "42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11107335,11059671,11296439,10968240,10970409,10903485,10879880,10945744,11211955,12108628,11922969,11705257,12049144,12299320,12360508,12597030,12786326,13243490,14124562,13591297
 "42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.892,94.485,96.507,93.704,93.722,93.150,92.949,93.511,95.786,103.446,101.860,100.000,102.938,105.075,105.598,107.619,109.236,113.141,120.669,116.113
 "42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8735202,8832336,9170486,9205338,9404372,9613227,9961495,10187609,10596972,11553111,11652894,11705257,12329425,12812071,13119171,13541034,13983570,14746118,16091572,15844973
 "42140","Santa Fe, NM (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5368988,5770512,5593057,5842216,6030660,6390143,6622452,6917640,6379335,6401156,6276798,6163137,6203311,6334444,6168890,6182311,6127165,6251668,6233797,5688611
